full_text
Miris lihat gbr 2 😟 itu hutan makin habis aja lama2 generasi kedepan gmn 🙄 blum lg hrsnya itu lahan jd penghidupan masyarakat lokal yg sdh d usir gegara ikn ikn apa tahu dah. Ikan lo smua !!
@youthful_mediaa IKN dapat menjadi platform yang memungkinkan kolaborasi antara pemerintah swasta dan masyarakat sipil dalam memajukan bangsa Indonesia. #IKNNusantara
@youthful_mediaa Pastinya dgn adanya IKN Nusantara akan timbulkan dampak positif bagi masyarakat skitar #IKNNusantara
@youthful_mediaa IKN dapat menjadi wadah bagi masyarakat Indonesia untuk mengembangkan potensi dan kemampuan diri serta berkontribusi dalam pembanguna
Pelatihan berbasis kompetensi Kemnaker tingkatkan pendapatan masyarakat sekitar IKN #IKN #IKNNusantara #Nusantara #IbuKotaNegara https://t.co/YI4LcbJi3X
proses pembangunan dengan penuh antusias. Semoga pembangunan IKN dapat berjalan lancar dan memberikan manfaat yang besar bagi masyarakat Indonesia. #PresidenJokowi #PembangunanIKN 💪🇮🇩
"infrastruktur di IKN Nusantara. Selain itu, Jokowi juga akan bertemu dengan para pejabat daerah dan masyarakat setempat untuk mendengarkan aspirasi dan memperoleh masukan terkait pembangunan di wilayah tersebut. #PresidenJokowi #Infrastruktur #PembangunanNasional"
"@SWEETAL154 Semoga hal yg ga masuk akal di IKN cepat berakhir.  Dengan mendapatkan presiden yg amanah dg perjuangan bangsa .  Mewujudkan masyarakat adil dan makmur berdasarkan Pancasila """""
@CNNIndonesia Subsidi masyarakat lebih berfaedah daripada IKN dan Kendaraan Listrik
"@jokowi Semoga Allah selalu melindungi dan memberkahi Bapak Presidenku. Usul Bapak, orang Papua Asli di kirim ke Jawa... Yang di Jakarta di kirim ke IKN buat pertukaran masyarakat. Agar kita semakin menjiwai prinsip BHINEKA TUNGGAL IKA."
Sepak Bola itu kultur budaya dgn akar yg menguat di masyarakat   Kalau hanya pindah ke IKN lalu berharaf Raja Asia   Kenapa tdk pindah ke Milan saja
Bendungan Sepaku Semoi akan memiliki kapasitas 2.000 liter per detik untuk memasok kebutuhan IKN dan 500 liter per detik yang dialokasikan untuk masyarakat Balikpapan. #Nusantara #AdadiKompas    https://t.co/XKVK228naF
Sekda Sampaikan Gagasan Terkait Kolaborasi Pemberdayaan Masyarakat untuk Dukung IKN https://t.co/SBR4Jmgl0i
"Seminar PKN Tingkat 1, Sekda Sampaikan  Gagasan Terkait Kolaborasi Pemberdayaan Masyarakat untuk Dukung IKN https://t.co/XO1ptRLpLO"
IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/LVL70qSrgz
IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/eg0SBJPqYw
IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/FhUc83rCLV
IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/st4Z8hLLK6
IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/mjiREKw19C
Pemerintah usulkan merevisi UU Ibu Kota Negara. Salah satu revisi soal kejelasan status tanah masyarakat utk dukung investasi.  Apakah revisi dilakukan utk kejelasan status tanah masyrakat atau justru memudahkan investor di IKN?https://t.co/b8ltMjUuoU   #KBRSore #PodcastIndonesia https://t.co/FKuM70lzy7
Posisi yang lemah secara hukum memudahkan pemerintah atau Otorita IKN mengusir atau merelokasi masyarakat adat di sana dengan ganti rugi minimal. https://t.co/QrYOKda8wK
"@Muhadzami @Muhamma34206542 @tvOneNews Gausah bahas kebutuhan masyarakat, klo subsidi pupuk ditarik tpi subsidi kcic dan motor listrik diadakan, di Jawa lgi banyak yg susah makan dan kemiskinan meningkat, pemerintah malah bangun IKN dan KCIc yg pake Apbn sebagai jaminan, ujung2nya apa? Rakyat lgi dipajakin"
IKN Nusantara memberikan manfaat untuk masyarakat sekitar #IKN #IKNNusantara #DukungIKN #IKNMendunia https://t.co/YohWj84H4p
"Melalui sambutan ini, IKN berpeluang untuk menyebarluaskan pelbagai maklumat mengenai penyakit dan risiko kanser kepada masyarakat. Orang awam juga turut berpeluang untuk menjalani saringan kesihatan secara percuma, termasuk saringan untuk kanser payudara, kanser paru-paru dan… https://t.co/ourJXiLpzP"
@korantempo Tugas masyarakat adalah tetap mengkritisi dan mengawal.  Meskipun DPR dan Pemerintah tidak bisa di harapkan.  Karena mereka masih ngotot IKN dilanjutkan demi nama baik Lurah.
"@prastow Tapi daya beli masyarakat menurun mas, belanja negara katanya lebih byk di IKN"
"Ganjar tegas mengatakan bahwa dalam membangun IKN tidak perlu terburu-buru. Sebab, ada ekosistem yang harus terbangun secara bertahap. Dia pun mendorong agar masyarakat lokal menjadi perhatian bersama."
@jokowi Gak usah sok2an medsosan... Kalau banyak keluhan masyarakat di medsos dicuekin... Segala iklim lah dipikirin. Itu REMPANG jangan dicuekin.  IKN jangan diterusin. Skala prioritasnya diatur ulang.  Ojo Napsumu tok...
190 Tahun Tanah IKN Diobral  Revisi UU IKN memberikan celah bagi investor menguasai lahan selama 190 tahun. Pelindungan hak masyarakat adat terabaikan. https://t.co/rlvZDc3PdV
"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/4kBngDDztz"
"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/n0E6UJxFT3"
"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/TP7rhO34s1"
"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/T1IgW0vam5"
Jokowi Berterima kasih ke Masyarakat Suku Dayak Yang Telah Dukung IKN https://t.co/YDpJlwuFCI
@korantempo Bkn cuman trabaikan jg min tp trtindas masyarakat stempat..ngak main2 loh 190 thn itu!!!waktu yg cukup lama..@DPR_RI persetujuan atas revisi UU IKN apa sdh kmndapatkan persetujuan dr warga setempat???🤨
@PanglimaJilah Hutan Kalimantan mau d kuasai Aseng 190 tahun dlm revisi UU ikn terbaru gmn..?? Ada suara g Gmn hak tanah adat untk masyarakat Dayak apa terlindungi TDK..?? Ngomong panglima tapi hak dasar suku Dayak g d perjuangkan
"@tvOneNews Banyak yg nolak investasi Rempang tp bukan masyarakat rempang, banyak yg nolak IKN tp bukan masyarakat paser Utara"
@abangbelneg Ibu Kota Nusantara IKN mendapat dukungan dari berbagai kalangan masyarakat yang ingin memajukan bangsa Indonesia. #IbuKotaNegara
Kelompok organisasi masyarakat sipil mendesak pemerintah dan Dewan Perwakilan Rakyat mengevaluasi penggunaan Anggaran Pendapatan dan Belanja Negara (APBN) yang terus mengucur ke proyek Ibu Kota Nusantara (IKN).  #KoranTempo  https://t.co/57xXniWYcE
"190 Tahun Tanah IKN Diobral  Revisi UU IKN memberikan celah bagi investor menguasai lahan selama 190 tahun. Pelindungan hak masyarakat adat terabaikan.  Simak edisi terbaru Koran Tempo, hanya di https://t.co/JSPrmxFxEM   #korantempodigital #KoranTempo https://t.co/UX4kx5l0ZM"
Tarigan menekankan pentingnya peningkatan kualitas pelayanan dasar di IKN Kalimantan Timur. Semoga harapan ini dapat segera terwujud demi kemajuan dan kesejahteraan masyarakat. #PelayananDasarLebihBaik #IKNKalimantanTimur
"UI mengunjungi IKN Nusantara sebagai tindaklanjut kerja sama dengan Otorita IKN di bidang pendidikan, penelitian, dan pengabdian masyarakat. UI dengan Otorita IKN membahas perannya. Khususnya melalui pembangunan klaster riset di IKN. Mata Najwa Tidur Adakami Terbuka iOS 17 https://t.co/0eZ6RevIGf"
IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara https://t.co/pDPNcvmi4o
Masyarakat Sulawesi Utara mendukung pembangunan IKN Nusantara! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia https://t.co/lR2AbpAGXR
IKN Nusantara memberikan manfaat untuk masyarakat sekitar #IKN #IKNNusantara #DukungIKN #IKNMendunia https://t.co/MnfEdA5U2F
Pentingnya pembangunan IKN Nusantara demi masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia https://t.co/qsEv35YPWd
Pembangunan IKN Tidak Boleh Membuat Tanah Ulayat dan Masyarakat Adat di Kaltim Tergusur|https://t.co/vKvIEDv1Fp. Penulis: Chaerul Umam Editor: Dewi Agustina
@MaruThegoe @daykurnia1 @VIVAcoid IKN dibangun tanpa menggusur masyarakat cuma nebangin pohon kalo di Rempang ada masyarakat adat yg tinggal jauh sebelum negara ini merdeka
IKN beri dampak positif bagi pariwisata dan ekonomi masyarakat lokal #IKNNusantara #IndonesiaMaju #Ekonomi #IbuKotaNegara #NusantaraKita #KetahananPangan #KotaDuniaUntukSemua https://t.co/lpRsUrsCnF
@IKN_NusantaraID Keterlibatan masyarakat dalam proyek ini menguatkan persatuan nasional #IKNNusantara
@IKN_NusantaraID Kita masyarakat Indonesia optimis #IKNNusantara
@IKN_NusantaraID Dukung pemindahan Ibu Kota Nusantara sebagai wujud keadilan sosial bagi seluruh masyarakat Indonesia #PindahIbuKota
IKN Berikan banyak dampak positif bagi masyarakat dan kemajuan ekonomi daerah dan UMKM serta kemajuan bangsa https://t.co/vM1ihsC4kH
IKN Berikan banyak dampak positif bagi masyarakat dan kemajuan ekonomi daerah dan UMKM serta kemajuan bangsa https://t.co/WJQVe8HUl2
IKN Berikan banyak dampak positif bagi masyarakat dan kemajuan ekonomi daerah dan UMKM serta kemajuan bangsa https://t.co/k5U1Z950rZ
"@ipeh_tetapnganu Panglima pajaji berkaca dari wilayah yg dijadikan proyek IKN,jika hal tsb dibiarkan diwilayah lain maka tanah ulayat akan habis dan masyarakat adat juga akan musnah."
"ini. Anggaran tersebut akan digunakan untuk pembangunan infrastruktur dan peningkatan kualitas hidup masyarakat di Ibu Kota Nusantara. Semoga dengan anggaran ini, IKN dapat menjadi kota yang lebih baik dan nyaman untuk kita semua. #IKN #Anggaran2024"
#Kom2 #RevisiUUIKN Aminurokhman @NasDem #Jatim2: Jangan sampai masyarakat dikorbankan oleh salah satu pihak maka kami perlu pandangan dan wawasan yang lebih komprehensif terkait pembahasan RUU IKN ini.
"#Kom2 #RevisiUUIKN Gaus @FraksiPAN #Sumbar2: Persoalan apa yg disampaikan terkait aset itu harus berkembang tidak dimatikan, mudah2an dengan IKN ini tumbuh subur. Itu yg diinginkan masyarakat hukum adat, bagaimana pandangan Prof. terhadap persoalan ini."
"#Kom2 #RevisiUUIKN M. Herdiansyah, Pakar : Eksisting cadangan tanaman pangan di kawasan IKN seluas 24.000 ha, kami berharap proses mitigasi yg mendalam bagi kami masyarakat lokal karena sebagian besar pencaharian disana adalah petani dan nelayan."
"#Kom2 #RevisiUUIKN M. Herdiansyah, Pakar : Di Samboja, masyarakat sudah mulai meningkatkan produksi pertaniannya, bahkan kemarin kami launching kawasan hortikultura, targetnya 250 ha, setidaknya itulah semangat kami menyambut IKN."
@Jominangg Makanya ibukota mau pindah IKN biar alokasi anggaran menyebar. Asal masyarakat nya mendukung dan kerjasama.
"#Kom2 #RevisiUUIKN Imam Koeswahyono, Pakar : ... yang dapat memberikan tanah di kawasan IKN, tidak hanya terbatas pada pemerintah pusat atau otorita IKN untuk melindungi hak-hak masyarakat baik individu, badan hukum, maupun masyarakat yang ada di wilayah kawasan ... (3)"
"@tvOneNews Kenapa gak dibangun di kawasan industri dekat IKN? Kan investasi2 lg antri di sana. Apalagi masyarakat adatnya sdh menerima/pasrah. Dibela Panglima Jilah dan Dedi Sitorus PDIP bersama segenap anak2 jin yg terbuang, pasti pasir kuarsa banyak tersedia."
Guru Besar Universitas Brawijaya: Revisi UU IKN Harus Memastikan Hak Masyarakat Adat via @kedaipenacom https://t.co/IaARc1lvlC
di IKN Nusantara ini akan memberikan dampak positif bagi perekonomian Indonesia. Semoga pembangunan ini berjalan lancar dan memberikan manfaat yang besar bagi masyarakat. #IKNNusantara #InvestasiSwasta
KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/iih3glIyjU
KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/IdwRh4kLYN
KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/HAlceRJ8br
KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/vW0GkW2zUC
KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/eHJ28vjXaF
akan menjadi kunci keberhasilan pembangunan IKN Nusantara. Mari kita dukung dan berharap semoga pembangunan ini dapat memberikan manfaat besar bagi pertumbuhan ekonomi dan kesejahteraan masyarakat. #IKNNusantara #InvestasiSwasta 💪💼🌱
"Kementerian PUPR luncurkan game Roblox untuk kenalkan IKN Nusantara kepada masyarakat.  Gamau sekalian bikin survival life as an ASN"" di Minecraft 😅?  #UdahConnxBelum  https://t.co/qbI4GTHzd9"""
Selain itu IKN dipastikan akan mendorong pemerataan ekonomi nasional untuk meningkatkan kesejahteraan masyarakat. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 2 https://t.co/kK1nP6fpZe
Selain itu IKN dipastikan akan mendorong pemerataan ekonomi nasional untuk meningkatkan kesejahteraan masyarakat. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3M3CPCf4lj
Hal ini akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/8KB8pJezgQ
Hal ini akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 1 https://t.co/q4py4rLFVP
Selain itu IKN dipastikan akan mendorong pemerataan ekonomi nasional untuk meningkatkan kesejahteraan masyarakat. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 2 https://t.co/8h3yP80WCr
Hal ini akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 1 https://t.co/VnnKNh4W1R
"Atas nama investor negara melanggar kewajiban konstitusi nya pada rakyat, pelanggaran itu jelas ada ketika hak-hak masyarakat lemah dirampas, jaminan itu bergaransi dengan tanda tanggung jawab negara. Masyarakat wadas, rempang, kaum adat kalimantan di ikn, masyarakat adat papua"
sangat penting untuk memajukan ekonomi dan menciptakan lapangan kerja bagi masyarakat sekitar. Semoga pembangunan IKN Nusantara dapat berjalan lancar dan memberikan manfaat yang besar bagi kita semua. #IKNNusantara #InvestasiSwasta
Dukung terus pembangunan IKN Nusantara untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat serta UMKM daerah https://t.co/ecpP4Axvmc
Dukung terus pembangunan IKN Nusantara untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat serta UMKM daerah https://t.co/AE14ICoqWx
Dukung terus pembangunan IKN Nusantara untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat serta UMKM daerah https://t.co/KdbptQdI82
akan menjadi salah satu faktor penting dalam pengembangan IKN Nusantara. Semoga pembangunan ini dapat memberikan dampak positif bagi pertumbuhan ekonomi dan menciptakan lapangan kerja baru bagi masyarakat. #IKNNusantara #PembangunanKawasanTerpadu
di IKN Nusantara akan menjadi pendorong utama pertumbuhan ekonomi di wilayah tersebut. Semoga pembangunan ini berjalan lancar dan memberikan manfaat yang besar bagi masyarakat Kalimantan Timur. #IKNNusantara #PertumbuhanEkonomi
sangat penting untuk memajukan ekonomi kita. Semoga pembangunan IKN Nusantara dapat memberikan manfaat besar bagi masyarakat Indonesia. #BanggaInvestasiNusantara #SemangatEkonomiNasional
sangat penting untuk mendorong pertumbuhan ekonomi dan menciptakan lapangan kerja. Semoga pembangunan IKN Nusantara sukses dan memberikan manfaat bagi masyarakat Indonesia! 💪🏼🇮🇩 #banggaInvestasiNusantara #IKNNusantara
sangat penting dalam membangun infrastruktur dan ekonomi negara kita. Semoga pembangunan IKN Nusantara dapat berjalan lancar dan memberikan manfaat yang besar bagi masyarakat Indonesia. #BanggaInvestasiNusantara #KompetisiSehat
"@kumparan Bagusnya proyek tsb direlokasi dekat IKN di Kalimantan, saya pikir masyarakat Dayak akan setuju dan tidak akan protes"
Kementerian PUPR Rilis Map IKN Nusantara di Game Roblox  Kerja sama ini bertujuan untuk mendukung pemahaman dan partisipasi masyarakat terhadap lingkungan dan infrastruktur di Ibu Kota Negara (IKN) Nusantara.  #SalmaBerpestaDiSurakarta rumah produksi https://t.co/oSIqOQlU18
@omdoajeloh @ch_chotimah2 @aniesbaswedan @erickthohir infrastruktur Proyek Strategis Nasional katanye.. proyek kepentingan yg ada.. dimana strategis nye kalo itu tidak menyentuh level terbawah masyarakat? toll? siapa yg lewat? bandara? siapa yg pake? mandalika? siapa yg nonton? IKN? siapa yg tinggalin? @Miduk17  @ruhutsitompul
Pembangunan IKN berdampak positif untuk ekonomi masyarakat Kalimantan https://t.co/JsnPxcOcmi
Percepatan proyek pembangunan infrastruktur di IKN Nusantara yang dilaksanakan oleh Pemerintah harus terus didukung karena membawa dampak positif bagi negara dan masyarakat https://t.co/2wGwuEMZG1
